,Column1,NAME,NUMBER OF COURSES,companyname,coursetype,URL2,Column5
419,626,Machine Learning with TensorFlow on Google Cloud em Português Brasileiro,5.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp-br,
420,503,Machine Learning with TensorFlow on Google Cloud en Español,5.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp-es,
421,623,Machine Learning with TensorFlow on Google Cloud en Français,5.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp-fr,
422,567,Machine Learning: Algorithms in the Real World,4.0,Alberta Machine Intelligence Institute,SPECIALIZATION,https://www.coursera.org/specializations/machine-learning-algorithms-real-world,
423,421,Managerial Economics and Business Analysis,7.0,University of Illinois at Urbana-Champaign,SPECIALIZATION,https://www.coursera.org/specializations/managerial-economics-business-analysis,
424,221,Managing Cybersecurity,5.0,University System of Georgia,SPECIALIZATION,https://www.coursera.org/specializations/managing-cybersecurity,
425,352,Managing Google Cloud's Apigee API Platform for Hybrid Cloud,3.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/managing-apigee-api-platform-for-hybrid-cloud,
426,522,Managing Innovation and Design Thinking,,HEC Paris,SPECIALIZATION,https://www.coursera.org/browse/business/leadership-and-management,
427,405,Managing Major Engineering Projects,3.0,University of Leeds,SPECIALIZATION,https://www.coursera.org/specializations/managing-major-engineering-projects,
428,195,Market Research,4.0,"University of California, Davis",SPECIALIZATION,https://www.coursera.org/specializations/market-research,
429,599,Marketing Channel Strategy & B2B2C Routes to Market,4.0,Emory University,SPECIALIZATION,https://www.coursera.org/specializations/marketingchannelstrategy,
430,325,Marketing con Redes Sociales,5.0,Tecnológico de Monterrey,SPECIALIZATION,https://www.coursera.org/specializations/marketing-redes-sociales,
431,603,Marketing de Mídias Sociais do Facebook,6.0,Facebook,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/marketing-de-midias-sociais-do-facebook,
432,485,Marketing en redes sociales de Facebook,6.0,Facebook,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook,
433,237,Marketing Mix Implementation,5.0,IE Business School,SPECIALIZATION,https://www.coursera.org/specializations/marketing-mix,
434,287,Marketing Strategy,5.0,IE Business School,SPECIALIZATION,https://www.coursera.org/specializations/marketing-strategy,
435,300,Mastering Software Development in R,5.0,Johns Hopkins University,SPECIALIZATION,https://www.coursera.org/specializations/r,
436,320,Mathematics for Data Science,4.0,HSE University,SPECIALIZATION,https://www.coursera.org/specializations/mathematics-for-data-science,
437,105,Mathematics for Machine Learning,3.0,Imperial College London,SPECIALIZATION,https://www.coursera.org/specializations/mathematics-machine-learning,
438,103,MATLAB Programming for Engineers and Scientists,3.0,Vanderbilt University,SPECIALIZATION,https://www.coursera.org/specializations/matlab-programming-engineers-scientists,
439,386,Medical Cannabis: The Health Effects of THC and CBD,4.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/health-effects-cannabis-thc-cbd,
440,203,Memoir and Personal Essay: Write About Yourself,4.0,Wesleyan University,SPECIALIZATION,https://www.coursera.org/specializations/memoir-personal-essay,
441,79,Methods and Statistics in Social Sciences,5.0,University of Amsterdam,SPECIALIZATION,https://www.coursera.org/specializations/social-science,
442,359,Microsoft Azure AI Fundamentals AI-900 Exam Prep,5.0,Microsoft,SPECIALIZATION,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,
443,468,Microsoft Azure Data Engineering Associate DP-203 Exam Prep,8.0,Microsoft,SPECIALIZATION,https://www.coursera.org/specializations/microsoft-azure-dp-203-data-engineering,
444,230,Microsoft Azure Data Fundamentals DP-900 Exam Prep,5.0,Microsoft,SPECIALIZATION,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,
445,145,Microsoft Azure Fundamentals AZ-900 Exam Prep,4.0,Microsoft,SPECIALIZATION,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,
446,425,Mind and Machine,4.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/mind-machine,
447,407,Modeling and Control of Power Electronics,5.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/modeling-and-control-of-power-electronics,
448,46,Modern and Contemporary Art and Design,4.0,The Museum of Modern Art,SPECIALIZATION,https://www.coursera.org/specializations/modern-contemporary-art-design,
449,64,Modern Application Development with .NET on AWS,3.0,Amazon Web Services,SPECIALIZATION,https://www.coursera.org/specializations/aws-net-serverless-development,
450,58,Modern Application Development with Java on AWS,4.0,Amazon Web Services,SPECIALIZATION,https://www.coursera.org/specializations/aws-java-serverless-development,
451,60,Modern Application Development with Node.js on AWS,3.0,Amazon Web Services,SPECIALIZATION,https://www.coursera.org/specializations/aws-nodejs-serverless-development,
452,56,Modern Application Development with Python on AWS,4.0,Amazon Web Services,SPECIALIZATION,https://www.coursera.org/specializations/aws-python-serverless-development,
453,272,Modern Big Data Analysis with SQL,3.0,Cloudera,SPECIALIZATION,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,
454,315,"Modern Robotics: Mechanics, Planning, and Control",6.0,Northwestern University,SPECIALIZATION,https://www.coursera.org/specializations/modernrobotics,
455,170,Music Business,4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/music-business,
456,126,Music Education for Teachers,4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/music-education,
457,104,Music Production,4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/music-production,
458,627,Musician’s Professional Toolbox: Your Portfolio Career,4.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/music-career-toolbox-managing-your-portfolio-career,
459,33,Natural Language Processing,4.0,DeepLearning.AI,SPECIALIZATION,https://www.coursera.org/specializations/natural-language-processing,
460,328,"Negotiation, Mediation and Conflict Resolution",4.0,ESSEC Business School,SPECIALIZATION,https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,
461,551,Network Analytics for Business,4.0,HSE University,SPECIALIZATION,https://www.coursera.org/specializations/network-analytics-for-business,
462,50,Networking in Google Cloud,3.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/networking-google-cloud-platform,
463,150,Neuroscience and Neuroimaging,4.0,Johns Hopkins University,SPECIALIZATION,https://www.coursera.org/specializations/computational-neuroscience,
464,497,Newborn Baby Care,5.0,University of Colorado System,SPECIALIZATION,https://www.coursera.org/specializations/newborn-baby-care,
465,142,"NoSQL, Big Data, and Spark Foundations",3.0,IBM,SPECIALIZATION,https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,
466,544,Nursing Informatics Leadership,5.0,University of Minnesota,SPECIALIZATION,https://www.coursera.org/specializations/leadership-nursing-informatics,
467,526,O Músico Contemporâneo,4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/musico-contmporaneo,
468,611,التسويق عبر وسائل التواصل الاجتماعي على فيسبوك,6.0,Facebook,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/al-tasweeq-aabr-wasael-al-tawasol-al-ijtimai,
469,313,Object Oriented Java Programming: Data Structures and Beyond,5.0,University of California San Diego,SPECIALIZATION,https://www.coursera.org/specializations/java-object-oriented,
470,152,Object Oriented Programming in Java,4.0,Duke University,SPECIALIZATION,https://www.coursera.org/specializations/object-oriented-programming,
471,269,Omnichannel Retail Strategy,3.0,University of Pennsylvania,SPECIALIZATION,https://www.coursera.org/specializations/wharton-retail-strategy,
472,612,Online Learning Design for Educators,3.0,Macquarie University,SPECIALIZATION,https://www.coursera.org/specializations/online-learning-design-educators,
473,396,"Open Source Software Development, Linux and Git",4.0,The Linux Foundation,SPECIALIZATION,https://www.coursera.org/specializations/oss-development-linux-git,
474,240,Optical Engineering,3.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/optical-engineering,
475,613,Oracle SQL Databases,4.0,LearnQuest,SPECIALIZATION,https://www.coursera.org/specializations/oracle-sql-databases,
476,235,Organizational Change and Culture for Adopting Google Cloud,4.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,
477,281,Organizational Leadership,6.0,Northwestern University,SPECIALIZATION,https://www.coursera.org/specializations/organizational-leadership,
478,308,Palliative Care Always,5.0,Stanford University,SPECIALIZATION,https://www.coursera.org/specializations/palliative-care-always,
479,441,Palliative Care: It's Not Just Hospice Anymore,5.0,University of Colorado System,SPECIALIZATION,https://www.coursera.org/specializations/palliative-care,
480,416,Palo Alto Networks Cybersecurity,4.0,Palo Alto Networks,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,
481,377,"Parallel, Concurrent, and Distributed Programming in Java",3.0,Rice University,SPECIALIZATION,https://www.coursera.org/specializations/pcdp,
482,621,Participatory Approaches in Public Health,3.0,Imperial College London,SPECIALIZATION,https://www.coursera.org/specializations/participatory-approaches-public-health,
483,340,Patient Safety,7.0,Johns Hopkins University,SPECIALIZATION,https://www.coursera.org/specializations/patient-safety,
484,214,Photography Basics and Beyond: From Smartphone to DSLR,5.0,Michigan State University,SPECIALIZATION,https://www.coursera.org/specializations/photography-basics,
485,415,Plant Bioinformatic Methods,4.0,University of Toronto,SPECIALIZATION,https://www.coursera.org/specializations/plant-bioinformatic-methods,
486,159,PostgreSQL for Everybody,4.0,University of Michigan,SPECIALIZATION,https://www.coursera.org/specializations/postgresql-for-everybody,
487,247,Power Electronics,4.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/power-electronics,
488,80,Practical Data Science,3.0,DeepLearning.AI,SPECIALIZATION,https://www.coursera.org/specializations/practical-data-science,
489,379,Practical Data Science with MATLAB,4.0,MathWorks,SPECIALIZATION,https://www.coursera.org/specializations/practical-data-science-matlab,
490,271,Practical Guide to Trading,4.0,Interactive Brokers,SPECIALIZATION,https://www.coursera.org/specializations/financial-instruments-trading-investing,
491,477,Precalculus through Data and Modelling,3.0,Johns Hopkins University,SPECIALIZATION,https://www.coursera.org/specializations/precalculus-data-modelling,
492,35,Preparing for Google Cloud Certification: Cloud Architect,7.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/gcp-cloud-architect,
493,332,Preparing for Google Cloud Certification: Cloud Architect Professional Certificate 日本語版,6.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/gcp-cloud-architect-jp,
494,66,Preparing for Google Cloud Certification: Cloud Data Engineer,6.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/gcp-data-engineering,
495,420,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,6.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/gcp-data-engineering-jp,
496,465,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate en Español,6.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/gcp-data-engineer-es,
497,53,Preparing for Google Cloud Certification: Cloud DevOps Engineer,5.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,
498,36,Preparing for Google Cloud Certification: Cloud Engineer,6.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,
499,469,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español,6.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/cloud-engineering-gcp-es,
500,48,Preparing for Google Cloud Certification: Cloud Network Engineer,4.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/google-cloud-networking,
501,44,Preparing for Google Cloud Certification: Cloud Security Engineer,7.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/google-cloud-security,
502,55,Preparing for Google Cloud Certification: Machine Learning Engineer,9.0,Google Cloud,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,
503,227,"Presentation Skills: Speechwriting, Slides and Delivery",4.0,National Research Tomsk State University,SPECIALIZATION,https://www.coursera.org/specializations/presentation-skills,
504,120,Pricing Strategy Optimization,4.0,University of Virginia,SPECIALIZATION,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,
505,462,Privacy and Standardisation,5.0,EIT Digital,SPECIALIZATION,https://www.coursera.org/specializations/privacy,
506,197,Probabilistic Graphical Models,3.0,Stanford University,SPECIALIZATION,https://www.coursera.org/specializations/probabilistic-graphical-models,
507,393,"Product Ideation, Design, and Management",5.0,"University of Maryland, College Park",SPECIALIZATION,https://www.coursera.org/specializations/product-ideation-design-and-management,
508,568,Professional IQ: Preventing and Solving Problems at Work,4.0,University of Illinois at Urbana-Champaign,SPECIALIZATION,https://www.coursera.org/specializations/professional-iq,
509,220,Professional Skills for the Workplace,4.0,"University of California, Davis",SPECIALIZATION,https://www.coursera.org/specializations/professional-skills-for-the-workplace,
510,290,Programming in C++: A Hands-on Introduction,4.0,Codio,SPECIALIZATION,https://www.coursera.org/specializations/hands-on-cpp,
511,558,Programming in Java: A Hands-on Introduction,4.0,Codio,SPECIALIZATION,https://www.coursera.org/specializations/hands-on-java,
512,438,Programming in Python: A Hands-on Introduction,4.0,Codio,SPECIALIZATION,https://www.coursera.org/specializations/hands-on-python,
513,205,Programming with Google Go,3.0,"University of California, Irvine",SPECIALIZATION,https://www.coursera.org/specializations/google-golang,
514,112,Project Management & Other Tools for Career Development,5.0,"University of California, Irvine",SPECIALIZATION,https://www.coursera.org/specializations/project-management-success,
515,117,Project Management Principles and Practices,4.0,"University of California, Irvine",SPECIALIZATION,https://www.coursera.org/specializations/project-management,
516,85,Python 3 Programming,5.0,University of Michigan,SPECIALIZATION,https://www.coursera.org/specializations/python-3-programming,
517,476,Python Data Products for Predictive Analytics,4.0,University of California San Diego,SPECIALIZATION,https://www.coursera.org/specializations/python-data-products-for-predictive-analytics,
518,402,Python for Cybersecurity,5.0,Infosec,SPECIALIZATION,https://www.coursera.org/specializations/pythonforcybersecurity,
519,17,Python for Everybody,4.0,University of Michigan,SPECIALIZATION,https://www.coursera.org/specializations/python,
520,380,Python Scripting for DevOps,4.0,LearnQuest,SPECIALIZATION,https://www.coursera.org/specializations/python-scripting-devops,
521,311,Qualitative Research Design and Methods for Public Health,3.0,Emory University,SPECIALIZATION,https://www.coursera.org/specializations/qualitative-research-design-and-methods-for-public-health,
522,261,Quantitative Finance,3.0,HSE University,SPECIALIZATION,https://www.coursera.org/specializations/quantitative-finance,
523,258,Quantum Computing: from Basics to the Cutting Edge,4.0,Saint Petersburg State University,SPECIALIZATION,https://www.coursera.org/specializations/quantum-computing-from-basics-to-the-cutting-edge,
524,358,Real-Time Embedded Systems,4.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/real-time-embedded-systems,
525,158,Real-World Product Management,4.0,Advancing Women in Tech,SPECIALIZATION,https://www.coursera.org/specializations/real-world-product-management,
526,399,Recommender Systems,5.0,University of Minnesota,SPECIALIZATION,https://www.coursera.org/specializations/recommender-systems,
527,97,Regulatory Compliance,4.0,University of Pennsylvania,SPECIALIZATION,https://www.coursera.org/specializations/regulatory-compliance,
528,77,Reinforcement Learning,4.0,University of Alberta,SPECIALIZATION,https://www.coursera.org/specializations/reinforcement-learning,
529,574,Representante de desarrollo de ventas de Salesforce,5.0,Salesforce,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/desarrollo-ventas-salesforce,
530,440,Requirements Engineering: Secure Software Specifications,5.0,University of Colorado System,SPECIALIZATION,https://www.coursera.org/specializations/requirements-engineering-secure-software,
531,331,Responsive Website Development and Design,6.0,University of London,SPECIALIZATION,https://www.coursera.org/specializations/website-development,
532,196,Robotics,6.0,University of Pennsylvania,SPECIALIZATION,https://www.coursera.org/specializations/robotics,
533,245,Russian for beginners А1. Русский язык: A1,4.0,Saint Petersburg State University,SPECIALIZATION,https://www.coursera.org/specializations/russian-for-beginners-a1,
534,400,Sales Operations/Management,5.0,West Virginia University,SPECIALIZATION,https://www.coursera.org/specializations/sales-operations,
535,385,Sales Training for High Performing Teams,4.0,HubSpot Academy,SPECIALIZATION,https://www.coursera.org/specializations/sales-training-high-performing-teams,
536,289,Salesforce Fundamentals,4.0,"University of California, Irvine",SPECIALIZATION,https://www.coursera.org/specializations/salesforce-fundamentals,
537,191,Salesforce Sales Development Representative,5.0,Salesforce,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/sales-development-representative,
538,157,Salesforce Sales Operations,4.0,Salesforce,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/salesforce-sales-operations,
539,335,SAS Advanced Programmer,3.0,SAS,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/sas-advanced-programmer,
540,162,SAS Programmer,4.0,SAS,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/sas-programming,
541,488,SAS Statistical Business Analyst,3.0,SAS,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/sas-statistical-business-analyst,
542,306,SAS Visual Business Analytics,5.0,SAS,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,
543,619,Scale Up Your Startup,4.0,IE Business School,SPECIALIZATION,https://www.coursera.org/specializations/scaleup-specialization,
544,345,School Health for Children and Adolescents,4.0,University of Colorado System,SPECIALIZATION,https://www.coursera.org/specializations/school-health-for-children-and-adolescents,
545,122,Scrum Master Certification,4.0,LearnQuest,SPECIALIZATION,https://www.coursera.org/specializations/learnquest-certified-scrum-master,
546,98,Search Engine Optimization (SEO),5.0,"University of California, Davis",SPECIALIZATION,https://www.coursera.org/specializations/seo,
547,353,Secure Coding Practices,4.0,"University of California, Davis",SPECIALIZATION,https://www.coursera.org/specializations/secure-coding-practices,
548,566,Secure Software Design,4.0,University of Colorado System,SPECIALIZATION,https://www.coursera.org/specializations/secure-software-design,
549,81,Security Analyst Fundamentals,3.0,IBM,SPECIALIZATION,https://www.coursera.org/specializations/security-analyst-fundamentals,
550,51,Security in Google Cloud,4.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/security-google-cloud-platform,
551,121,Self-Driving Cars,4.0,University of Toronto,SPECIALIZATION,https://www.coursera.org/specializations/self-driving-cars,
552,524,Semiconductor Devices,3.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/semiconductor-devices,
553,450,Serverless Data Processing with Dataflow,3.0,Google Cloud,SPECIALIZATION,https://www.coursera.org/specializations/serverless-data-processing-with-dataflow,
554,183,Six Sigma Black Belt,8.0,University System of Georgia,SPECIALIZATION,https://www.coursera.org/specializations/six-sigma-black-belt,
555,228,Six Sigma Green Belt,4.0,University System of Georgia,SPECIALIZATION,https://www.coursera.org/specializations/six-sigma-green-belt,
556,108,Six Sigma Yellow Belt,4.0,University System of Georgia,SPECIALIZATION,https://www.coursera.org/specializations/six-sigma-fundamentals,
557,550,Social Entrepreneurship,3.0,Copenhagen Business School,SPECIALIZATION,https://www.coursera.org/specializations/social-entrepreneurship-cbs,
558,166,Social Media Marketing,6.0,Northwestern University,SPECIALIZATION,https://www.coursera.org/specializations/social-media-marketing,
559,365,Social Media Marketing in Practice,4.0,Digital Marketing Institute,SPECIALIZATION,https://www.coursera.org/specializations/social-media-marketing-practice,
560,346,Social Policy for Social Services & Health Practitioners,5.0,Columbia University,SPECIALIZATION,https://www.coursera.org/specializations/social-welfare-policy,
561,190,Software Design and Architecture,4.0,University of Alberta,SPECIALIZATION,https://www.coursera.org/specializations/software-design-architecture,
562,392,Software Development Lifecycle,4.0,University of Minnesota,SPECIALIZATION,https://www.coursera.org/specializations/software-development-lifecycle,
563,154,Software Product Management,5.0,University of Alberta,SPECIALIZATION,https://www.coursera.org/specializations/product-management,
564,278,Software Testing and Automation,4.0,University of Minnesota,SPECIALIZATION,https://www.coursera.org/specializations/software-testing-automation,
565,398,"Solar Energy for Engineers, Architects and Code Inspectors",3.0,University at Buffalo,SPECIALIZATION,https://www.coursera.org/specializations/solar-energy,
566,456,Solving Complex Problems,4.0,Macquarie University,SPECIALIZATION,https://www.coursera.org/specializations/solving-complex-problems,
567,181,"Songwriting: Writing, Arranging, and Producing Music",4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/songwriting,
568,188,Soporte de Tecnologías de la Información de Google,5.0,Crece con Google,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/soporte-de-tecnologias-de-informacion-google,
569,224,Spacecraft Dynamics and Control,4.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/spacecraft-dynamics-control,
570,141,Sports Performance Analytics,5.0,University of Michigan,SPECIALIZATION,https://www.coursera.org/specializations/sports-analytics,
571,589,Spring Framework,4.0,LearnQuest,SPECIALIZATION,https://www.coursera.org/specializations/spring-framework,
572,513,Startup Entrepreneurship,4.0,Technion - Israel Institute of Technology,SPECIALIZATION,https://www.coursera.org/specializations/startup-entrepreneurship,
573,193,Statistical Analysis with R for Public Health,4.0,Imperial College London,SPECIALIZATION,https://www.coursera.org/specializations/statistical-analysis-r-public-health,
574,266,Statistical Inference for Data Science Applications,3.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/statistical-inference-for-data-science-applications,
575,356,Statistical Modeling for Data Science Applications,3.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/statistical-modeling-for-data-science-applications,
576,607,Statistical Thermodynamics,5.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/statistical-thermodynamics-engineering,
577,234,Statistics with Python,3.0,University of Michigan,SPECIALIZATION,https://www.coursera.org/specializations/statistics-with-python,
578,125,Statistics with R,5.0,Duke University,SPECIALIZATION,https://www.coursera.org/specializations/statistics,
579,600,Strategic Business Analytics,4.0,ESSEC Business School,SPECIALIZATION,https://www.coursera.org/specializations/strategic-analytics,
580,135,Strategic Leadership and Management,7.0,University of Illinois at Urbana-Champaign,SPECIALIZATION,https://www.coursera.org/specializations/strategic-leadership,
581,257,Strategic Management and Innovation,4.0,Copenhagen Business School,SPECIALIZATION,https://www.coursera.org/specializations/strategic-management,
582,457,Strategic Sales Management,5.0,Fundação Instituto de Administração,SPECIALIZATION,https://www.coursera.org/specializations/sales-management-bridging-gap-strategy-sales,
583,442,Strategising: Management for Global Competitive Advantage,4.0,Macquarie University,SPECIALIZATION,https://www.coursera.org/specializations/strategic-management-competitive-advantage,
584,617,Strategy and Finance for the lifecycle of a Social Business,5.0,Yunus Social Business Fund Bengaluru,SPECIALIZATION,https://www.coursera.org/specializations/strategy-and-finance-for-social-business,
585,371,Suporte em TI do Google,5.0,Cresça com o Google,PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificates/suporte-em-ti-do-google,
586,155,Supply Chain Analytics,5.0,Rutgers the State University of New Jersey,SPECIALIZATION,https://www.coursera.org/specializations/supply-chain-analytics,
587,337,Supply Chain Finance and Blockchain Technology,4.0,New York Institute of Finance,SPECIALIZATION,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology,
588,95,Supply Chain Management,5.0,Rutgers the State University of New Jersey,SPECIALIZATION,https://www.coursera.org/specializations/supply-chain-management,
589,298,Survey Data Collection and Analytics,7.0,"University of Maryland, College Park",SPECIALIZATION,https://www.coursera.org/specializations/data-collection,
590,254,Swift 5 iOS Application Developer,4.0,LearnQuest,SPECIALIZATION,https://www.coursera.org/specializations/swift-5-ios-app-developer,
591,426,System Issues in Cloud Computing,4.0,Georgia Institute of Technology,SPECIALIZATION,https://www.coursera.org/specializations/cloud,
592,322,Systems Biology and Biotechnology,6.0,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,https://www.coursera.org/specializations/systems-biology,
593,582,Teach English: Intermediate Grammar,4.0,"University of California, Irvine",SPECIALIZATION,https://www.coursera.org/specializations/teach-english,
594,595,Teaching Impacts of Technology in K-12 Education,6.0,University of California San Diego,SPECIALIZATION,https://www.coursera.org/specializations/teach-impacts-technology-k12-education,
595,492,Teaching Writing,5.0,Johns Hopkins University,SPECIALIZATION,https://www.coursera.org/specializations/teaching-writing,
596,299,TensorFlow 2 for Deep Learning,3.0,Imperial College London,SPECIALIZATION,https://www.coursera.org/specializations/tensorflow2-deeplearning,
597,74,TensorFlow: Advanced Techniques,4.0,DeepLearning.AI,SPECIALIZATION,https://www.coursera.org/specializations/tensorflow-advanced-techniques,
598,262,TensorFlow: Data and Deployment,4.0,DeepLearning.AI,SPECIALIZATION,https://www.coursera.org/specializations/tensorflow-data-and-deployment,
599,86,"TESOL Certificate, Part 1: Teach English Now!",4.0,Arizona State University,SPECIALIZATION,https://www.coursera.org/specializations/tesol,
600,171,"TESOL Certificate, Part 2: Teach English Now!",4.0,Arizona State University,SPECIALIZATION,https://www.coursera.org/specializations/tesol-certificate-2,
601,585,Test-Driven Development,4.0,LearnQuest,SPECIALIZATION,https://www.coursera.org/specializations/test-driven-development,
602,207,The Art of Sales: Mastering the Selling Process,4.0,Northwestern University,SPECIALIZATION,https://www.coursera.org/specializations/the-art-of-sales-mastering-the-selling-process,
603,93,The Business of Health Care,4.0,University of Pennsylvania,SPECIALIZATION,https://www.coursera.org/specializations/healthcare-administration-management,
604,96,The Business of Music Production,4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/business-music-production,
605,102,The DIY Musician,4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/diy-musician,
606,387,The Fundamentals of Personal Finance,5.0,SoFi,SPECIALIZATION,https://www.coursera.org/specializations/personal-finance-fundamentals,
607,417,The Influence of Social Determinants on Health,3.0,University of Michigan,SPECIALIZATION,https://www.coursera.org/specializations/social-determinants-on-health,
608,168,The Pronunciation of American English,4.0,"University of California, Irvine",SPECIALIZATION,https://www.coursera.org/specializations/american-english-pronunciation,
609,119,The Singer Songwriter,4.0,Berklee College of Music,SPECIALIZATION,https://www.coursera.org/specializations/singer-songwriter,
610,439,The Teacher and Social and Emotional Learning (SEL),5.0,University of Colorado Boulder,SPECIALIZATION,https://www.coursera.org/specializations/teacher-sel,
611,130,Think like a CFO,4.0,IESE Business School,SPECIALIZATION,https://www.coursera.org/specializations/thinklikeacfo,
612,563,Tidyverse Skills for Data Science in R,5.0,Johns Hopkins University,SPECIALIZATION,https://www.coursera.org/specializations/tidyverse-data-science-r,
613,296,TOEFL Preparation,3.0,"University of California, Irvine",SPECIALIZATION,https://www.coursera.org/specializations/toefl-preparation,
614,344,Trading Strategies in Emerging Markets,5.0,Indian School of Business,SPECIALIZATION,https://www.coursera.org/specializations/trading-strategy,
615,184,Transforming the Fashion Business,3.0,"Parsons School of Design, The New School",SPECIALIZATION,https://www.coursera.org/specializations/transforming-fashion-business,
616,173,U.S. Federal Taxation,5.0,University of Illinois at Urbana-Champaign,SPECIALIZATION,https://www.coursera.org/specializations/united-states-federal-taxation,
617,40,UCI Project Management,,"University of California, Irvine",PROFESSIONAL CERTIFICATE,https://www.coursera.org/professional-certificate/applied-project-management,
618,115,UI / UX Design,4.0,California Institute of the Arts,SPECIALIZATION,https://www.coursera.org/specializations/ui-ux-design,
619,576,Understanding Modern Finance,5.0,Moscow Institute of Physics and Technology,SPECIALIZATION,https://www.coursera.org/specializations/understanding-modern-finance,
620,369,Unity XR: How to Build AR and VR Apps,3.0,Unity,SPECIALIZATION,https://www.coursera.org/specializations/unity-xr,
621,187,User Experience Research and Design,6.0,University of Michigan,SPECIALIZATION,https://www.coursera.org/specializations/michiganux,
